1 Temperature:23.18 Humidity:27.272 Light:426 CO2:721.25 HumidityRatio:0.004792988
0 Temperature:21.7 Humidity:26.79 Light:0 CO2:518 HumidityRatio:0.004299774
0 Temperature:21.7 Humidity:26.79 Light:0 CO2:515.5 HumidityRatio:0.004299774
0 Temperature:21.7 Humidity:26.79 Light:0 CO2:520 HumidityRatio:0.004299774
0 Temperature:21.7 Humidity:26.7675 Light:0 CO2:523.5 HumidityRatio:0.004296138
0 Temperature:21.7 Humidity:26.79 Light:0 CO2:525.5 HumidityRatio:0.004299774
0 Temperature:21.7 Humidity:26.79 Light:0 CO2:525.5 HumidityRatio:0.004299774
0 Temperature:21.7 Humidity:26.79 Light:0 CO2:514 HumidityRatio:0.004299774
0 Temperature:21.7 Humidity:26.7 Light:0 CO2:518 HumidityRatio:0.00428523
0 Temperature:21.7 Humidity:26.7 Light:0 CO2:518 HumidityRatio:0.00428523
0 Temperature:21.7 Humidity:26.7 Light:0 CO2:520 HumidityRatio:0.00428523
0 Temperature:21.6 Humidity:26.7 Light:0 CO2:521 HumidityRatio:0.004258922
0 Temperature:21.6 Humidity:26.6 Light:0 CO2:518 HumidityRatio:0.004242862
0 Temperature:21.6 Humidity:26.65 Light:0 CO2:517 HumidityRatio:0.004250892
0 Temperature:21.6 Humidity:26.6 Light:0 CO2:511.5 HumidityRatio:0.004242862
0 Temperature:21.65 Humidity:26.65 Light:0 CO2:514 HumidityRatio:0.004264003
0 Temperature:21.6 Humidity:26.55 Light:0 CO2:515.5 HumidityRatio:0.004234832
0 Temperature:21.6 Humidity:26.5 Light:0 CO2:517 HumidityRatio:0.004226803
0 Temperature:21.6 Humidity:26.5 Light:0 CO2:515 HumidityRatio:0.004226803
0 Temperature:21.6 Humidity:26.5 Light:0 CO2:512 HumidityRatio:0.004226803
0 Temperature:21.6 Humidity:26.5 Light:0 CO2:515 HumidityRatio:0.004226803
0 Temperature:21.65 Humidity:26.55 Light:0 CO2:511 HumidityRatio:0.004247894
0 Temperature:21.6 Humidity:26.5 Light:0 CO2:514 HumidityRatio:0.004226803
0 Temperature:21.6 Humidity:26.445 Light:0 CO2:508 HumidityRatio:0.004217971
0 Temperature:21.6 Humidity:26.4725 Light:0 CO2:509.75 HumidityRatio:0.004222387
0 Temperature:21.6 Humidity:26.445 Light:0 CO2:508.75 HumidityRatio:0.004217971
0 Temperature:21.6 Humidity:26.445 Light:0 CO2:508.5 HumidityRatio:0.004217971
0 Temperature:21.6 Humidity:26.39 Light:0 CO2:507 HumidityRatio:0.004209139
0 Temperature:21.6 Humidity:26.39 Light:0 CO2:507 HumidityRatio:0.004209139
0 Temperature:21.6 Humidity:26.39 Light:0 CO2:503.5 HumidityRatio:0.004209139
0 Temperature:21.6 Humidity:26.39 Light:0 CO2:504 HumidityRatio:0.004209139
0 Temperature:21.6 Humidity:26.39 Light:0 CO2:504 HumidityRatio:0.004209139
0 Temperature:21.575 Humidity:26.315 Light:0 CO2:500.5 HumidityRatio:0.004190637
0 Temperature:21.6 Humidity:26.29 Light:0 CO2:500 HumidityRatio:0.004193082
0 Temperature:21.6 Humidity:26.29 Light:0 CO2:503.5 HumidityRatio:0.004193082
0 Temperature:21.55 Humidity:26.245 Light:0 CO2:503 HumidityRatio:0.004172982
0 Temperature:21.55 Humidity:26.245 Light:0 CO2:502.5 HumidityRatio:0.004172982
0 Temperature:21.5 Humidity:26.2 Light:0 CO2:502 HumidityRatio:0.004152962
0 Temperature:21.56666667 Humidity:26.2 Light:0 CO2:502 HumidityRatio:0.004170059
0 Temperature:21.5 Humidity:26.2 Light:0 CO2:502.5 HumidityRatio:0.004152962
0 Temperature:21.5 Humidity:26.2 Light:0 CO2:497 HumidityRatio:0.004152962
0 Temperature:21.5 Humidity:26.15 Light:0 CO2:501.5 HumidityRatio:0.004144984
0 Temperature:21.5 Humidity:26.15 Light:0 CO2:504 HumidityRatio:0.004144984
0 Temperature:21.5 Humidity:26.1 Light:0 CO2:501 HumidityRatio:0.004137006
0 Temperature:21.5 Humidity:26.1 Light:0 CO2:493.75 HumidityRatio:0.004137006
0 Temperature:21.5 Humidity:26.1 Light:0 CO2:500 HumidityRatio:0.004137006
0 Temperature:21.5 Humidity:26.1 Light:0 CO2:504.5 HumidityRatio:0.004137006
0 Temperature:21.5 Humidity:26.05 Light:0 CO2:504 HumidityRatio:0.004129028
0 Temperature:21.5 Humidity:26.1 Light:0 CO2:501 HumidityRatio:0.004137006
0 Temperature:21.5 Humidity:26 Light:0 CO2:499 HumidityRatio:0.00412105
0 Temperature:21.5 Humidity:26 Light:0 CO2:502 HumidityRatio:0.00412105
0 Temperature:21.5 Humidity:26 Light:0 CO2:503.5 HumidityRatio:0.00412105
0 Temperature:21.5 Humidity:26 Light:0 CO2:500.6666667 HumidityRatio:0.00412105
0 Temperature:21.5 Humidity:26 Light:0 CO2:493 HumidityRatio:0.00412105
0 Temperature:21.5 Humidity:26 Light:0 CO2:492.5 HumidityRatio:0.00412105
0 Temperature:21.5 Humidity:26 Light:0 CO2:493 HumidityRatio:0.00412105
0 Temperature:21.5 Humidity:25.89 Light:0 CO2:495.5 HumidityRatio:0.0041035
0 Temperature:21.5 Humidity:26 Light:0 CO2:492.6666667 HumidityRatio:0.00412105
0 Temperature:21.5 Humidity:26 Light:0 CO2:490 HumidityRatio:0.00412105
0 Temperature:21.5 Humidity:25.92666667 Light:0 CO2:493 HumidityRatio:0.00410935
0 Temperature:21.5 Humidity:25.89 Light:0 CO2:494.6666667 HumidityRatio:0.0041035
0 Temperature:21.5 Humidity:25.89 Light:0 CO2:496 HumidityRatio:0.0041035
0 Temperature:21.5 Humidity:25.89 Light:0 CO2:491 HumidityRatio:0.0041035
0 Temperature:21.5 Humidity:25.84 Light:0 CO2:490.5 HumidityRatio:0.004095523
0 Temperature:21.5 Humidity:25.84 Light:0 CO2:490 HumidityRatio:0.004095523
0 Temperature:21.5 Humidity:25.89 Light:0 CO2:491 HumidityRatio:0.0041035
0 Temperature:21.5 Humidity:25.89 Light:0 CO2:491.6666667 HumidityRatio:0.0041035
0 Temperature:21.5 Humidity:25.89 Light:0 CO2:493.5 HumidityRatio:0.0041035
0 Temperature:21.4725 Humidity:25.865 Light:0 CO2:493.75 HumidityRatio:0.004092568
0 Temperature:21.5 Humidity:25.84 Light:0 CO2:490 HumidityRatio:0.004095523
0 Temperature:21.5 Humidity:25.79 Light:0 CO2:488 HumidityRatio:0.004087546
0 Temperature:21.5 Humidity:25.79 Light:0 CO2:490 HumidityRatio:0.004087546
0 Temperature:21.5 Humidity:25.79 Light:0 CO2:487 HumidityRatio:0.004087546
0 Temperature:21.445 Humidity:25.745 Light:0 CO2:492.5 HumidityRatio:0.004066556
0 Temperature:21.445 Humidity:25.745 Light:0 CO2:493.5 HumidityRatio:0.004066556
0 Temperature:21.46333333 Humidity:25.76 Light:0 CO2:493.3333333 HumidityRatio:0.004073542
0 Temperature:21.445 Humidity:25.745 Light:0 CO2:488 HumidityRatio:0.004066556
0 Temperature:21.5 Humidity:25.79 Light:0 CO2:487.5 HumidityRatio:0.004087546
0 Temperature:21.42666667 Humidity:25.73 Light:0 CO2:485.3333333 HumidityRatio:0.004059579
0 Temperature:21.39 Humidity:25.7 Light:0 CO2:484 HumidityRatio:0.004045656
0 Temperature:21.39 Humidity:25.7 Light:0 CO2:489 HumidityRatio:0.004045656
0 Temperature:21.445 Humidity:25.745 Light:0 CO2:488 HumidityRatio:0.004066556
0 Temperature:21.5 Humidity:25.79 Light:0 CO2:493 HumidityRatio:0.004087546
0 Temperature:21.39 Humidity:25.7 Light:0 CO2:491 HumidityRatio:0.004045656
0 Temperature:21.445 Humidity:25.745 Light:0 CO2:488 HumidityRatio:0.004066556
0 Temperature:21.445 Humidity:25.745 Light:0 CO2:487.25 HumidityRatio:0.004066556
0 Temperature:21.39 Humidity:25.7 Light:0 CO2:489 HumidityRatio:0.004045656
0 Temperature:21.5 Humidity:25.79 Light:0 CO2:489 HumidityRatio:0.004087546
0 Temperature:21.39 Humidity:25.7 Light:0 CO2:486 HumidityRatio:0.004045656
0 Temperature:21.42666667 Humidity:25.73 Light:0 CO2:484.6666667 HumidityRatio:0.004059579
0 Temperature:21.39 Humidity:25.7 Light:0 CO2:485 HumidityRatio:0.004045656
0 Temperature:21.39 Humidity:25.7 Light:0 CO2:487 HumidityRatio:0.004045656
0 Temperature:21.39 Humidity:25.7 Light:0 CO2:492 HumidityRatio:0.004045656
0 Temperature:21.39 Humidity:25.7 Light:0 CO2:490.6666667 HumidityRatio:0.004045656
0 Temperature:21.39 Humidity:25.7 Light:0 CO2:488 HumidityRatio:0.004045656
0 Temperature:21.39 Humidity:25.7 Light:0 CO2:485.5 HumidityRatio:0.004045656
0 Temperature:21.39 Humidity:25.7 Light:0 CO2:486 HumidityRatio:0.004045656
0 Temperature:21.39 Humidity:25.7 Light:0 CO2:485.5 HumidityRatio:0.004045656
0 Temperature:21.39 Humidity:25.7 Light:0 CO2:486 HumidityRatio:0.004045656
0 Temperature:21.39 Humidity:25.7 Light:0 CO2:480 HumidityRatio:0.004045656
0 Temperature:21.39 Humidity:25.7 Light:0 CO2:481 HumidityRatio:0.004045656
0 Temperature:21.39 Humidity:25.7 Light:0 CO2:481.6666667 HumidityRatio:0.004045656
0 Temperature:21.39 Humidity:25.7 Light:0 CO2:485.5 HumidityRatio:0.004045656
0 Temperature:21.39 Humidity:25.7 Light:0 CO2:485 HumidityRatio:0.004045656
0 Temperature:21.39 Humidity:25.7 Light:0 CO2:473 HumidityRatio:0.004045656
0 Temperature:21.39 Humidity:25.7 Light:0 CO2:475 HumidityRatio:0.004045656
0 Temperature:21.39 Humidity:25.7 Light:0 CO2:486 HumidityRatio:0.004045656
0 Temperature:21.39 Humidity:25.7 Light:0 CO2:481.5 HumidityRatio:0.004045656
0 Temperature:21.39 Humidity:25.7 Light:0 CO2:483 HumidityRatio:0.004045656
0 Temperature:21.39 Humidity:25.7 Light:0 CO2:479 HumidityRatio:0.004045656
0 Temperature:21.39 Humidity:25.7 Light:0 CO2:479 HumidityRatio:0.004045656
0 Temperature:21.39 Humidity:25.7 Light:0 CO2:479 HumidityRatio:0.004045656
0 Temperature:21.34 Humidity:25.7 Light:0 CO2:479 HumidityRatio:0.004033195
0 Temperature:21.39 Humidity:25.7 Light:0 CO2:479 HumidityRatio:0.004045656
0 Temperature:21.39 Humidity:25.7 Light:0 CO2:477 HumidityRatio:0.004045656
0 Temperature:21.39 Humidity:25.7 Light:0 CO2:477.5 HumidityRatio:0.004045656
0 Temperature:21.29 Humidity:25.7 Light:0 CO2:477.5 HumidityRatio:0.004020769
0 Temperature:21.34 Humidity:25.7 Light:0 CO2:480 HumidityRatio:0.004033195
0 Temperature:21.29 Humidity:25.7 Light:0 CO2:480 HumidityRatio:0.004020769
0 Temperature:21.34 Humidity:25.7 Light:0 CO2:482 HumidityRatio:0.004033195
0 Temperature:21.32333333 Humidity:25.7 Light:0 CO2:480.3333333 HumidityRatio:0.004029049
0 Temperature:21.34 Humidity:25.7 Light:0 CO2:477.5 HumidityRatio:0.004033195
0 Temperature:21.29 Humidity:25.7 Light:0 CO2:476 HumidityRatio:0.004020769
0 Temperature:21.39 Humidity:25.7 Light:0 CO2:479 HumidityRatio:0.004045656
0 Temperature:21.39 Humidity:25.7 Light:0 CO2:471 HumidityRatio:0.004045656
0 Temperature:21.29 Humidity:25.7 Light:0 CO2:474 HumidityRatio:0.004020769
0 Temperature:21.29 Humidity:25.7 Light:0 CO2:477.5 HumidityRatio:0.004020769
0 Temperature:21.34 Humidity:25.7 Light:0 CO2:476 HumidityRatio:0.004033195
0 Temperature:21.29 Humidity:25.7 Light:0 CO2:474.25 HumidityRatio:0.004020769
0 Temperature:21.39 Humidity:25.7 Light:0 CO2:475 HumidityRatio:0.004045656
0 Temperature:21.29 Humidity:25.7 Light:0 CO2:476.5 HumidityRatio:0.004020769
0 Temperature:21.34 Humidity:25.7 Light:0 CO2:474.5 HumidityRatio:0.004033195
0 Temperature:21.29 Humidity:25.7 Light:0 CO2:478 HumidityRatio:0.004020769
0 Temperature:21.29 Humidity:25.7 Light:0 CO2:475.3333333 HumidityRatio:0.004020769
0 Temperature:21.29 Humidity:25.7 Light:0 CO2:477 HumidityRatio:0.004020769
0 Temperature:21.29 Humidity:25.7 Light:0 CO2:475.5 HumidityRatio:0.004020769
0 Temperature:21.29 Humidity:25.7 Light:0 CO2:477.5 HumidityRatio:0.004020769
0 Temperature:21.29 Humidity:25.7 Light:0 CO2:477.5 HumidityRatio:0.004020769
0 Temperature:21.29 Humidity:25.7 Light:0 CO2:478 HumidityRatio:0.004020769
0 Temperature:21.29 Humidity:25.7 Light:0 CO2:473.5 HumidityRatio:0.004020769
0 Temperature:21.29 Humidity:25.7 Light:0 CO2:472.5 HumidityRatio:0.004020769
0 Temperature:21.29 Humidity:25.7 Light:0 CO2:472 HumidityRatio:0.004020769
0 Temperature:21.29 Humidity:25.7 Light:0 CO2:469.5 HumidityRatio:0.004020769
0 Temperature:21.29 Humidity:25.7 Light:0 CO2:466.6666667 HumidityRatio:0.004020769
0 Temperature:21.29 Humidity:25.7 Light:0 CO2:467 HumidityRatio:0.004020769
0 Temperature:21.29 Humidity:25.7 Light:0 CO2:469.5 HumidityRatio:0.004020769
0 Temperature:21.2 Humidity:25.6 Light:0 CO2:469 HumidityRatio:0.003982828
0 Temperature:21.29 Humidity:25.7 Light:0 CO2:471 HumidityRatio:0.004020769
